UDI,Product ID,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Machine failure,TWF,HDF,PWF,OSF,RNF
4624,L51803,L,303.0,311.1,1525,40.7,179,0,0,0,0,0,0
4625,M19484,M,303.0,311.1,1428,39.8,181,0,0,0,0,0,0
4626,L51805,L,303.0,311.2,1511,45.7,184,0,0,0,0,0,0
4627,L51806,L,303.0,311.2,1664,29.8,186,0,0,0,0,0,0
4628,M19487,M,303.0,311.2,1592,38.9,188,0,0,0,0,0,0
4629,M19488,M,303.0,311.1,1597,36.7,191,0,0,0,0,0,0
4630,L51809,L,303.0,311.2,1735,26.1,194,0,0,0,0,0,0
4631,L51810,L,302.9,311.2,1751,23.8,196,0,0,0,0,0,0
4632,L51811,L,303.0,311.2,1383,44.6,198,0,0,0,0,0,0
4633,M19492,M,302.9,311.2,1330,53.7,200,1,0,1,0,0,0
4634,L51813,L,303.0,311.2,1382,50.5,203,0,0,0,0,0,0
4635,L51814,L,303.0,311.2,1755,30.4,205,0,0,0,0,0,0
4636,M19495,M,303.0,311.2,1614,35.7,207,0,0,0,0,0,0
4637,L51816,L,303.0,311.3,1466,43.0,210,0,0,0,0,0,0
4638,M19497,M,303.1,311.3,1847,24.7,212,0,0,0,0,0,0
4639,L51818,L,303.1,311.3,1474,34.8,215,0,0,0,0,0,0
4640,L51819,L,303.1,311.3,1657,31.8,217,0,0,0,0,0,0
4641,L51820,L,303.1,311.2,1435,40.1,219,0,0,0,0,0,0
4642,H34055,H,303.1,311.3,1494,42.7,221,0,0,0,0,0,0
4643,L51822,L,303.2,311.4,1238,54.6,226,1,0,1,0,1,0
4644,L51823,L,303.2,311.4,1324,54.2,228,1,0,1,0,1,0
4645,L51824,L,303.2,311.4,1514,41.2,230,0,0,0,0,0,0
4646,L51825,L,303.3,311.4,1732,25.6,232,0,0,0,0,0,0
4647,L51826,L,303.3,311.4,1497,46.0,234,1,1,0,0,0,0
4648,L51827,L,303.3,311.4,1958,21.5,0,0,0,0,0,0,0
4649,L51828,L,303.3,311.4,1630,32.5,2,0,0,0,0,0,0
4650,M19509,M,303.3,311.4,1395,59.1,4,0,0,0,0,0,0
4651,L51830,L,303.3,311.4,1658,30.5,7,0,0,0,0,0,0
4652,L51831,L,303.2,311.4,1349,51.1,9,1,0,1,0,0,0
4653,L51832,L,303.1,311.2,1452,52.9,11,0,0,0,0,0,0
4654,M19513,M,303.1,311.1,1594,35.5,13,0,0,0,0,0,0
4655,M19514,M,303.1,311,1510,47.6,16,0,0,0,0,0,0
4656,L51835,L,303.1,311.1,1854,22.6,19,0,0,0,0,0,0
4657,L51836,L,303.1,311.2,1626,32.3,21,0,0,0,0,0,0
4658,L51837,L,303.1,311.2,1628,35.2,23,0,0,0,0,0,0
4659,L51838,L,303.1,311.2,1679,34.8,25,0,0,0,0,0,0
4660,M19519,M,303.1,311.2,1489,44.5,27,0,0,0,0,0,0
4661,L51840,L,303.2,311.2,1439,43.9,30,0,0,0,0,0,0
4662,L51841,L,303.3,311.3,1350,48.1,32,1,0,1,0,0,0
4663,H34076,H,303.3,311.2,1607,31.7,34,0,0,0,0,0,0
4664,L51843,L,303.3,311.3,1389,53.9,39,0,0,0,0,0,0
4665,M19524,M,303.3,311.3,1566,46.1,41,0,0,0,0,0,0
4666,M19525,M,303.4,311.4,1307,54.0,44,1,0,1,0,0,0
4667,M19526,M,303.3,311.5,1569,36.6,47,0,0,0,0,0,0
4668,H34081,H,303.3,311.4,1651,30.6,50,0,0,0,0,0,0
4669,H34082,H,303.3,311.4,1692,27.9,55,0,0,0,0,0,0
4670,M19529,M,303.3,311.5,1373,47.3,60,1,0,1,0,0,0
4671,L51850,L,303.2,311.4,1610,35.5,63,0,0,0,0,0,0
4672,L51851,L,303.3,311.4,1511,43.4,65,0,0,0,0,0,0
4673,L51852,L,303.3,311.5,1412,55.6,67,0,0,0,0,0,0
4674,L51853,L,303.4,311.5,1501,36.2,69,0,0,0,0,0,0
4675,L51854,L,303.4,311.5,1414,44.8,71,0,0,0,0,0,0
4676,H34089,H,303.5,311.5,1629,33.5,73,0,0,0,0,0,0
4677,L51856,L,303.4,311.5,1879,21.3,78,0,0,0,0,0,0
4678,H34091,H,303.5,311.6,1466,47.0,80,0,0,0,0,0,0
4679,H34092,H,303.6,311.7,1476,40.1,85,0,0,0,0,0,0
4680,L51859,L,303.6,311.8,1695,30.7,90,0,0,0,0,0,0
4681,L51860,L,303.6,311.7,1491,39.8,92,0,0,0,0,0,0
4682,M19541,M,303.6,311.8,1659,34.7,94,0,0,0,0,0,0
4683,L51862,L,303.6,311.8,1567,31.7,97,0,0,0,0,0,0
4684,L51863,L,303.6,311.8,1736,32.9,99,0,0,0,0,0,0
4685,M19544,M,303.6,311.8,1421,44.8,101,1,0,0,0,0,0
4686,M19545,M,303.6,311.8,1627,30.8,104,0,0,0,0,0,0
4687,M19546,M,303.5,311.6,1562,34.2,107,0,0,0,0,0,0
4688,L51867,L,303.5,311.6,2183,17.0,110,0,0,0,0,0,0
4689,L51868,L,303.5,311.6,1577,38.1,112,0,0,0,0,0,0
4690,M19549,M,303.4,311.5,1560,36.4,114,0,0,0,0,0,0
4691,M19550,M,303.4,311.5,1483,43.0,117,0,0,0,0,0,0
4692,L51871,L,303.5,311.5,1535,33.3,120,0,0,0,0,0,0
4693,M19552,M,303.4,311.4,1606,29.6,122,0,0,0,0,0,0
4694,M19553,M,303.4,311.5,1817,24.7,125,0,0,0,0,0,0
4695,L51874,L,303.4,311.5,1424,50.8,128,0,0,0,0,0,0
4696,L51875,L,303.3,311.6,1514,34.7,130,0,0,0,0,0,0
4697,L51876,L,303.4,311.6,1449,41.7,132,0,0,0,0,0,0
4698,M19557,M,303.5,311.6,1573,34.0,134,0,0,0,0,0,0
4699,L51878,L,303.4,311.6,1564,41.9,137,0,0,0,0,0,0
4700,L51879,L,303.5,311.6,1428,46.2,139,0,0,0,0,0,0
4701,L51880,L,303.5,311.7,1620,31.0,141,0,0,0,0,0,0
4702,H34115,H,303.5,311.7,1584,32.7,143,0,0,0,0,0,0
4703,L51882,L,303.6,311.8,1222,66.8,148,1,0,1,0,0,0
4704,M19563,M,303.6,311.8,1432,42.5,150,0,0,0,0,0,0
4705,L51884,L,303.7,311.9,1561,33.3,153,0,0,0,0,0,0
4706,L51885,L,303.6,311.8,1614,33.2,155,0,0,0,0,0,0
4707,L51886,L,303.5,311.7,1959,22.3,157,0,0,0,0,0,0
4708,L51887,L,303.5,311.8,1944,23.5,159,0,0,0,0,0,0
4709,L51888,L,303.4,311.7,1793,25.8,161,0,0,0,0,0,0
4710,M19569,M,303.4,311.6,1446,50.0,163,0,0,0,0,0,0
4711,L51890,L,303.4,311.7,1673,32.2,166,0,0,0,0,0,0
4712,M19571,M,303.4,311.7,1515,44.2,168,0,0,0,0,0,0
4713,L51892,L,303.4,311.8,1564,35.9,171,0,0,0,0,0,0
4714,L51893,L,303.5,311.8,1451,45.2,173,0,0,0,0,0,0
4715,H34128,H,303.4,311.8,1693,28.3,175,0,0,0,0,0,0
4716,L51895,L,303.4,311.7,1476,42.3,180,0,0,0,0,0,0
4717,L51896,L,303.4,311.6,1712,30.1,182,0,0,0,0,0,0
4718,M19577,M,303.4,311.6,1425,45.4,184,0,0,0,0,0,0
4719,L51898,L,303.3,311.6,1337,56.8,187,1,0,1,0,0,0
4720,M19579,M,303.4,311.7,1690,34.9,189,0,0,0,0,0,0
4721,M19580,M,303.4,311.7,1353,44.1,192,1,0,1,0,0,0
4722,L51901,L,303.5,311.8,1927,21.9,195,0,0,0,0,0,0
4723,M19582,M,303.4,311.8,1391,42.7,197,0,0,0,0,0,0
4724,L51903,L,303.4,311.8,1366,50.9,200,1,0,1,0,0,0
4725,L51904,L,303.4,311.9,1771,31.6,202,0,0,0,0,0,0
4726,M19585,M,303.4,311.8,1515,42.6,204,0,0,0,0,0,0
4727,M19586,M,303.4,311.8,2133,18.3,207,0,0,0,0,0,0
4728,M19587,M,303.4,311.8,1341,47.0,210,1,0,1,0,0,0
4729,L51908,L,303.4,311.7,1406,47.1,213,0,0,0,0,0,0
4730,L51909,L,303.4,311.8,1306,61.0,215,1,0,1,0,1,0
4731,L51910,L,303.3,311.7,1508,35.5,217,0,0,0,0,0,0
4732,L51911,L,303.3,311.6,1301,45.1,219,1,0,1,0,0,0
4733,L51912,L,303.3,311.7,1539,38.5,221,0,0,0,0,0,0
4734,L51913,L,303.3,311.6,1484,44.6,223,0,0,0,0,0,0
4735,L51914,L,303.2,311.5,1507,39.2,225,0,0,0,0,0,0
4736,L51915,L,303.2,311.5,1544,42.5,227,0,0,0,0,0,0
4737,L51916,L,303.2,311.5,1513,37.9,0,0,0,0,0,0,0
4738,M19597,M,303.2,311.5,1336,58.2,2,1,0,1,0,0,0
4739,M19598,M,303.2,311.4,2102,19.0,5,0,0,0,0,0,0
4740,L51919,L,303.2,311.4,1351,53.8,8,1,0,1,0,0,0
4741,L51920,L,303.3,311.5,1601,35.2,10,0,0,0,0,0,0
4742,L51921,L,303.2,311.3,1393,52.9,12,0,0,0,0,0,0
4743,L51922,L,303.3,311.3,1592,33.7,14,0,0,0,0,0,0
4744,L51923,L,303.3,311.3,1409,51.8,16,0,0,0,0,0,0
4745,L51924,L,303.3,311.3,1393,47.4,18,0,0,0,0,0,0
4746,H34159,H,303.2,311.2,1475,43.1,20,0,0,0,0,0,0
4747,L51926,L,303.2,311.2,1427,45.6,25,0,0,0,0,0,0
4748,L51927,L,303.3,311.2,1763,27.3,27,0,0,0,0,0,0
4749,L51928,L,303.2,311.2,1363,46.7,29,1,0,1,0,0,0
4750,L51929,L,303.2,311.2,1404,50.9,31,0,0,0,0,0,0
4751,M19610,M,303.2,311.2,1688,31.9,33,0,0,0,0,0,0
4752,L51931,L,303.3,311.4,1510,37.3,36,0,0,0,0,0,0
4753,H34166,H,303.3,311.3,1502,39.5,38,0,0,0,0,0,0
4754,H34167,H,303.2,311.4,1607,36.6,43,0,0,0,0,0,0
4755,M19614,M,303.3,311.5,1384,54.8,48,0,0,0,0,0,0
4756,L51935,L,303.4,311.7,1295,51.3,51,1,0,1,0,0,0
4757,H34170,H,303.4,311.7,1991,19.0,53,0,0,0,0,0,0
4758,L51937,L,303.4,311.6,1497,42.8,58,0,0,0,0,0,0
4759,L51938,L,303.5,311.6,1465,48.7,60,0,0,0,0,0,0
4760,L51939,L,303.5,311.6,1361,46.5,62,1,0,1,0,0,0
4761,L51940,L,303.6,311.7,1546,38.5,64,0,0,0,0,0,0
4762,H34175,H,303.7,311.9,1332,52.7,66,1,0,1,0,0,0
4763,M19622,M,303.7,312,2663,11.4,71,1,0,0,1,0,0
4764,L51943,L,303.7,312.1,1443,45.9,74,0,0,0,0,0,0
4765,M19624,M,303.7,312,1402,48.6,76,0,0,0,0,0,0
4766,L51945,L,303.7,312,1892,22.5,79,0,0,0,0,0,0
4767,M19626,M,303.6,312,1645,35.7,81,0,0,0,0,0,0
4768,L51947,L,303.6,311.9,1473,50.1,84,0,0,0,0,0,0
4769,L51948,L,303.6,312,1309,52.9,86,1,0,1,0,0,0
4770,H34183,H,303.6,311.9,1544,37.1,88,0,0,0,0,0,0
4771,L51950,L,303.5,311.9,1344,49.3,93,1,0,1,0,0,0
4772,M19631,M,303.6,311.9,1617,36.0,95,0,0,0,0,0,0
4773,M19632,M,303.6,312,1435,37.9,98,0,0,0,0,0,0
4774,L51953,L,303.6,312,1391,50.3,101,0,0,0,0,0,0
4775,L51954,L,303.6,312,1827,23.3,103,0,0,0,0,0,0
4776,L51955,L,303.5,312,1761,25.8,105,0,0,0,0,0,0
4777,L51956,L,303.5,312.1,1522,36.4,107,0,0,0,0,0,0
4778,M19637,M,303.5,312.2,1818,23.6,109,0,0,0,0,0,0
4779,H34192,H,303.6,312.2,1371,54.6,112,1,0,1,0,0,0
4780,L51959,L,303.7,312.3,1511,38.9,117,0,0,0,0,0,0
4781,L51960,L,303.7,312.4,1404,46.6,119,0,0,0,0,0,0
4782,L51961,L,303.7,312.3,1384,45.9,121,0,0,0,0,0,0
4783,L51962,L,303.8,312.5,1368,52.6,123,0,0,0,0,0,0
4784,L51963,L,303.7,312.5,1641,36.0,125,0,0,0,0,0,0
4785,L51964,L,303.9,312.6,1642,32.3,127,0,0,0,0,0,0
4786,H34199,H,303.9,312.7,1401,50.0,129,0,0,0,0,0,0
4787,L51966,L,303.8,312.6,1577,41.3,134,0,0,0,0,0,0
4788,L51967,L,303.7,312.6,1396,44.1,136,0,0,0,0,0,0
4789,H34202,H,303.7,312.6,1514,35.5,138,0,0,0,0,0,0
4790,L51969,L,303.8,312.8,1646,35.8,143,0,0,0,0,0,0
4791,L51970,L,303.8,312.8,1443,40.7,145,0,0,0,0,0,0
4792,M19651,M,303.7,312.7,1469,48.5,147,0,0,0,0,0,0
4793,H34206,H,303.7,312.7,1564,40.2,150,0,0,0,0,0,0
4794,H34207,H,303.6,312.6,1498,40.2,155,0,0,0,0,0,0
4795,L51974,L,303.6,312.6,1699,27.9,160,0,0,0,0,0,0
4796,L51975,L,303.6,312.5,1431,49.0,162,0,0,0,0,0,0
4797,L51976,L,303.5,312.4,1390,47.3,164,0,0,0,0,0,0
4798,L51977,L,303.5,312.5,1380,46.1,166,0,0,0,0,0,0
4799,L51978,L,303.5,312.5,1457,46.4,168,0,0,0,0,0,0
4800,L51979,L,303.5,312.5,1418,42.2,170,0,0,0,0,0,0
4801,M19660,M,303.5,312.5,1353,51.0,172,0,0,0,0,0,0
4802,L51981,L,303.5,312.4,1574,32.7,175,0,0,0,0,0,0
4803,M19662,M,303.5,312.4,1318,54.2,177,0,0,0,0,0,0
4804,L51983,L,303.6,312.5,1710,31.4,180,0,0,0,0,0,0
4805,L51984,L,303.7,312.6,1621,38.8,182,0,0,0,0,0,0
4806,L51985,L,303.6,312.6,1606,33.6,184,0,0,0,0,0,0
4807,H34220,H,303.6,312.5,1375,54.0,186,0,0,0,0,0,0
4808,L51987,L,303.5,312.4,1503,36.5,191,0,0,0,0,0,0
4809,L51988,L,303.5,312.3,1404,48.6,193,0,0,0,0,0,0
4810,L51989,L,303.4,312.2,1656,32.7,195,0,0,0,0,0,0
4811,M19670,M,303.4,312.1,1499,39.4,197,0,0,0,0,0,0
4812,M19671,M,303.4,312,1748,28.4,200,0,0,0,0,0,0
4813,L51992,L,303.4,311.9,1531,37.9,203,0,0,0,0,0,0
4814,M19673,M,303.3,311.8,1536,40.6,205,0,0,0,0,0,0
4815,L51994,L,303.4,311.8,1401,53.0,208,1,0,0,0,1,0
4816,H34229,H,303.4,311.9,1534,33.2,210,0,0,0,0,0,0
4817,L51996,L,303.4,312,1521,35.9,215,1,1,0,0,0,0
4818,L51997,L,303.5,312.1,1674,30.8,0,0,0,0,0,0,0
4819,M19678,M,303.6,312.1,1967,20.9,2,0,0,0,0,0,0
4820,L51999,L,303.6,312.2,1696,30.7,5,0,0,0,0,0,0
4821,M19680,M,303.6,312.1,1627,32.5,7,0,0,0,0,0,0
4822,L52001,L,303.5,311.9,1405,45.6,10,0,0,0,0,0,0
4823,L52002,L,303.5,311.9,1565,38.9,12,0,0,0,0,0,0
4824,L52003,L,303.5,311.9,1493,38.7,14,0,0,0,0,0,0
4825,L52004,L,303.4,311.8,1499,45.0,16,0,0,0,0,0,0
4826,L52005,L,303.3,311.8,1692,30.6,18,0,0,0,0,0,0
4827,L52006,L,303.4,311.8,2268,15.8,20,0,0,0,0,0,0
4828,L52007,L,303.4,311.8,1438,58.9,22,0,0,0,0,0,0
4829,L52008,L,303.5,311.9,1515,39.2,24,0,0,0,0,0,0
4830,L52009,L,303.4,311.9,1491,38.2,26,0,0,0,0,0,0
4831,L52010,L,303.5,312,1756,29.7,28,0,0,0,0,0,0
4832,L52011,L,303.5,312,1366,54.5,30,1,0,1,0,0,0
4833,L52012,L,303.5,312,1436,45.1,32,0,0,0,0,0,0
4834,L52013,L,303.4,311.9,1377,41.6,34,1,0,1,0,0,0
4835,M19694,M,303.4,311.9,1510,42.2,36,0,0,0,0,0,0
4836,M19695,M,303.4,311.9,1419,50.9,39,0,0,0,0,0,0
4837,L52016,L,303.3,311.8,1315,62.0,42,1,0,1,0,0,0
4838,H34251,H,303.3,311.8,1806,27.7,44,0,0,0,0,0,0
4839,H34252,H,303.3,311.8,1649,29.4,49,0,0,0,0,0,0
4840,H34253,H,303.4,311.9,1402,50.0,54,0,0,0,0,0,0
4841,L52020,L,303.4,311.9,1298,63.9,59,1,0,1,0,0,0
4842,M19701,M,303.3,311.8,1441,44.9,61,0,0,0,0,0,0
4843,M19702,M,303.3,311.8,1489,49.4,64,0,0,0,0,0,0
4844,L52023,L,303.3,311.8,1842,24.5,67,0,0,0,0,0,0
4845,M19704,M,303.4,311.8,1316,50.9,69,1,0,1,0,0,0
4846,M19705,M,303.3,311.8,1583,33.3,72,0,0,0,0,0,0
4847,M19706,M,303.3,311.8,1548,33.5,75,0,0,0,0,0,0
4848,L52027,L,303.4,311.9,1434,44.6,78,0,0,0,0,0,0
4849,H34262,H,303.5,312,1397,52.9,80,0,0,0,0,0,0
4850,M19709,M,303.5,312,1475,42.9,85,0,0,0,0,0,0
4851,L52030,L,303.5,312,1441,56.8,88,0,0,0,0,0,0
4852,L52031,L,303.7,312.1,1363,51.8,90,1,0,1,0,0,0
4853,L52032,L,303.7,312.2,1619,34.9,92,0,0,0,0,0,0
4854,L52033,L,303.7,312.2,1487,34.0,94,0,0,0,0,0,0
4855,L52034,L,303.7,312.2,1568,33.8,96,0,0,0,0,0,0
4856,L52035,L,303.7,312.3,1375,46.2,98,0,0,0,0,0,0
4857,M19716,M,303.6,312.3,1698,31.3,100,0,0,0,0,0,0
4858,L52037,L,303.7,312.3,1606,37.4,103,0,0,0,0,0,0
4859,L52038,L,303.7,312.3,1349,51.0,105,0,0,0,0,0,0
4860,L52039,L,303.7,312.4,1535,38.6,107,0,0,0,0,0,0
4861,M19720,M,303.6,312.4,1504,49.5,109,0,0,0,0,0,0
4862,L52041,L,303.5,312.3,1946,21.1,112,0,0,0,0,0,0
4863,L52042,L,303.5,312.1,1326,55.7,114,0,0,0,0,0,0
4864,M19723,M,303.6,312.3,1915,22.3,116,0,0,0,0,0,0
4865,L52044,L,303.6,312.3,1451,43.4,119,0,0,0,0,0,0
4866,M19725,M,303.5,312.3,1624,34.8,121,0,0,0,0,0,0
4867,L52046,L,303.6,312.4,1781,28.7,124,0,0,0,0,0,0
4868,L52047,L,303.6,312.5,1345,54.1,126,0,0,0,0,0,0
4869,L52048,L,303.6,312.4,1418,46.0,128,0,0,0,0,0,0
4870,L52049,L,303.7,312.4,1718,26.5,130,0,0,0,0,0,0
4871,M19730,M,303.7,312.4,1631,28.5,132,0,0,0,0,0,0
4872,L52051,L,303.7,312.4,1513,40.1,135,0,0,0,0,0,0
4873,L52052,L,303.7,312.4,1316,59.3,137,0,0,0,0,0,0
4874,M19733,M,303.7,312.4,1474,38.8,139,0,0,0,0,0,0
4875,L52054,L,303.8,312.5,1619,30.9,142,0,0,0,0,0,0
4876,L52055,L,303.7,312.4,1702,31.2,144,0,0,0,0,0,0
4877,M19736,M,303.7,312.4,1540,37.4,146,0,0,0,0,0,0
4878,M19737,M,303.7,312.4,1546,33.7,149,0,0,0,0,0,0
4879,L52058,L,303.7,312.4,1348,51.0,152,0,0,0,0,0,0
4880,H34293,H,303.7,312.5,1520,35.6,154,0,0,0,0,0,0
4881,M19740,M,303.8,312.6,1527,41.9,159,0,0,0,0,0,0
4882,M19741,M,303.8,312.6,1406,47.1,162,0,0,0,0,0,0
4883,L52062,L,303.7,312.5,1462,46.2,165,0,0,0,0,0,0
4884,M19743,M,303.8,312.6,1684,29.3,167,0,0,0,0,0,0
4885,H34298,H,303.8,312.5,1655,28.0,170,0,0,0,0,0,0
4886,H34299,H,303.8,312.5,1748,25.1,175,0,0,0,0,0,0
4887,L52066,L,303.8,312.5,1372,45.7,180,0,0,0,0,0,0
4888,L52067,L,303.7,312.5,1481,33.3,182,0,0,0,0,0,0
4889,L52068,L,303.7,312.4,1512,39.2,184,0,0,0,0,0,0
4890,L52069,L,303.7,312.5,1632,36.6,186,0,0,0,0,0,0
4891,L52070,L,303.7,312.4,1525,43.9,188,0,0,0,0,0,0
4892,M19751,M,303.7,312.3,1756,26.4,190,0,0,0,0,0,0
4893,L52072,L,303.7,312.3,1922,23.1,193,0,0,0,0,0,0
4894,M19753,M,303.8,312.5,1448,44.3,195,0,0,0,0,0,0
4895,H34308,H,303.8,312.5,1447,46.6,198,0,0,0,0,0,0
4896,M19755,M,303.8,312.4,1597,33.4,203,0,0,0,0,0,0
4897,M19756,M,303.7,312.4,1642,32.3,206,0,0,0,0,0,0
4898,H34311,H,303.8,312.5,1525,38.0,209,0,0,0,0,0,0
4899,H34312,H,303.6,312.4,1460,53.7,214,0,0,0,0,0,0
4900,L52079,L,303.6,312.3,2168,17.7,219,0,0,0,0,0,0
4901,L52080,L,303.6,312.4,1388,41.9,221,0,0,0,0,0,0
4902,M19761,M,303.6,312.3,1630,32.4,223,0,0,0,0,0,0
4903,L52082,L,303.6,312.3,1616,29.3,226,0,0,0,0,0,0
4904,L52083,L,303.6,312.4,2232,16.8,0,0,0,0,0,0,0
4905,H34318,H,303.6,312.4,1480,50.7,2,0,0,0,0,0,0
4906,L52085,L,303.6,312.4,1363,53.1,7,0,0,0,0,0,0
4907,H34320,H,303.6,312.4,1436,45.6,9,0,0,0,0,0,0
4908,M19767,M,303.6,312.5,1607,33.7,14,0,0,0,0,0,0
4909,M19768,M,303.6,312.5,1459,48.2,17,0,0,0,0,0,0
4910,L52089,L,303.5,312.4,1481,43.7,20,0,0,0,0,0,0
4911,M19770,M,303.5,312.4,1606,31.7,22,0,0,0,0,0,0
4912,L52091,L,303.5,312.3,1681,29.8,25,0,0,0,0,0,0
4913,L52092,L,303.5,312.2,1511,37.1,27,0,0,0,0,0,0
4914,M19773,M,303.5,312.3,1593,35.2,29,0,0,0,0,0,0
4915,M19774,M,303.5,312.3,1532,41.7,32,0,0,0,0,0,0
4916,H34329,H,303.5,312.3,1386,49.0,35,0,0,0,0,0,0
4917,H34330,H,303.4,312.3,1769,27.9,40,0,0,0,0,0,0
4918,M19777,M,303.4,312.2,1561,38.2,45,0,0,0,0,0,0
4919,L52098,L,303.3,312.2,1457,40.7,48,0,0,0,0,0,0
4920,L52099,L,303.3,312.2,1506,40.0,50,0,0,0,0,0,0
4921,L52100,L,303.4,312.2,1337,69.4,52,1,0,0,1,0,0
4922,L52101,L,303.4,312.3,1287,54.8,54,0,0,0,0,0,0
4923,M19782,M,303.4,312.2,1615,35.7,56,0,0,0,0,0,0
4924,M19783,M,303.4,312.2,1972,23.5,59,0,0,0,0,0,0
4925,H34338,H,303.4,312.3,1522,42.1,62,0,0,0,0,0,0
4926,L52105,L,303.4,312.3,1680,30.6,67,0,0,0,0,0,0
4927,L52106,L,303.4,312.3,1502,36.0,69,0,0,0,0,0,0
4928,M19787,M,303.5,312.3,1543,33.3,71,0,0,0,0,0,0
4929,L52108,L,303.5,312.3,1584,35.2,74,0,0,0,0,0,0
4930,L52109,L,303.5,312.4,1340,44.5,76,0,0,0,0,0,0
4931,L52110,L,303.4,312.3,1663,33.9,78,0,0,0,0,0,0
4932,M19791,M,303.3,312.1,1693,30.0,80,0,0,0,0,0,0
4933,L52112,L,303.3,312.1,1418,44.7,83,0,0,0,0,0,0
4934,H34347,H,303.4,312.2,1554,36.8,85,0,0,0,0,0,0
4935,L52114,L,303.4,312.2,1580,35.8,90,0,0,0,0,0,0
4936,L52115,L,303.4,312.3,1479,42.8,92,0,0,0,0,0,0
4937,L52116,L,303.5,312.4,1284,70.6,94,1,0,0,1,0,0
4938,L52117,L,303.4,312.3,1540,38.7,96,0,0,0,0,0,0
4939,M19798,M,303.5,312.4,1606,30.1,98,0,0,0,0,0,0
4940,L52119,L,303.6,312.5,1286,62.4,101,0,0,0,0,0,0
4941,L52120,L,303.6,312.6,1502,39.5,103,0,0,0,0,0,0
4942,M19801,M,303.6,312.7,1699,31.5,105,0,0,0,0,0,0
4943,L52122,L,303.5,312.6,1602,34.2,108,0,0,0,0,0,0
4944,H34357,H,303.6,312.6,1436,42.0,110,0,0,0,0,0,0
4945,M19804,M,303.6,312.7,1765,27.5,115,0,0,0,0,0,0
4946,L52125,L,303.6,312.7,1418,44.1,118,0,0,0,0,0,0
4947,M19806,M,303.7,312.7,1669,31.7,120,0,0,0,0,0,0
4948,L52127,L,303.7,312.7,1395,53.9,123,0,0,0,0,0,0
4949,M19808,M,303.8,312.7,1500,41.7,125,0,0,0,0,0,0
4950,M19809,M,303.8,312.7,1555,33.4,128,0,0,0,0,0,0
4951,M19810,M,303.8,312.7,1919,20.2,131,0,0,0,0,0,0
4952,L52131,L,303.8,312.7,1596,36.6,134,0,0,0,0,0,0
4953,M19812,M,303.8,312.7,1374,53.6,136,0,0,0,0,0,0
4954,L52133,L,303.7,312.5,1670,26.1,139,0,0,0,0,0,0
4955,L52134,L,303.7,312.6,1702,29.1,141,0,0,0,0,0,0
4956,M19815,M,303.8,312.5,1366,45.1,143,0,0,0,0,0,0
4957,M19816,M,303.8,312.5,2344,15.2,146,0,0,0,0,0,0
4958,M19817,M,303.8,312.6,1768,23.9,149,0,0,0,0,0,0
4959,L52138,L,303.8,312.5,1523,47.0,152,0,0,0,0,0,0
4960,L52139,L,303.8,312.6,1735,25.9,154,0,0,0,0,0,0
4961,L52140,L,303.9,312.7,1339,62.3,156,0,0,0,0,0,0
4962,L52141,L,303.9,312.7,1800,24.3,158,0,0,0,0,0,0
4963,M19822,M,304.0,312.7,1456,51.2,160,0,0,0,0,0,0
4964,L52143,L,303.9,312.7,1789,24.4,163,0,0,0,0,0,0
4965,L52144,L,303.9,312.7,1602,33.9,165,0,0,0,0,0,0
4966,M19825,M,303.8,312.7,1364,49.3,167,0,0,0,0,0,0
4967,L52146,L,303.8,312.6,1793,28.1,170,0,0,0,0,0,0
4968,L52147,L,303.9,312.6,1426,53.4,172,0,0,0,0,0,0
4969,M19828,M,303.9,312.7,1485,43.3,174,0,0,0,0,0,0
4970,L52149,L,303.9,312.7,1528,38.4,177,0,0,0,0,0,0
4971,L52150,L,303.8,312.6,1565,36.0,179,0,0,0,0,0,0
4972,L52151,L,303.8,312.7,1838,27.8,181,0,0,0,0,0,0
4973,H34386,H,303.8,312.6,1811,24.9,183,0,0,0,0,0,0
4974,L52153,L,303.8,312.7,1461,38.2,188,0,0,0,0,0,0
4975,L52154,L,303.8,312.7,1414,41.7,190,0,0,0,0,0,0
4976,L52155,L,303.7,312.7,1426,45.5,192,0,0,0,0,0,0
4977,L52156,L,303.7,312.7,1359,56.8,194,1,0,0,0,1,0
4978,L52157,L,303.7,312.7,1540,44.8,196,0,0,0,0,0,0
4979,L52158,L,303.6,312.7,1429,47.7,198,0,0,0,0,0,0
4980,M19839,M,303.7,312.7,1612,36.3,200,0,0,0,0,0,0
4981,M19840,M,303.7,312.8,1685,31.8,203,0,0,0,0,0,0
4982,M19841,M,303.7,312.8,1558,37.7,206,0,0,0,0,0,0
4983,L52162,L,303.7,313,1811,24.3,209,0,0,0,0,0,0
4984,L52163,L,303.8,313.1,1869,25.8,211,0,0,0,0,0,0
4985,L52164,L,303.8,313.1,1256,58.7,213,1,0,0,0,1,0
4986,M19845,M,303.8,313,1789,23.5,215,0,0,0,0,0,0
4987,L52166,L,303.7,312.9,1502,40.5,0,0,0,0,0,0,0
4988,M19847,M,303.7,313,1303,54.4,2,0,0,0,0,0,0
4989,L52168,L,303.8,313.1,2497,13.0,5,1,0,0,1,0,0
4990,L52169,L,303.9,313.2,1499,37.4,7,0,0,0,0,0,0
